length,tempo,timeSinceRelease,releaseMonth,artists,names,popularity
209946,139.009,510,12,V,Christmas Tree,81
180930,82.103,755,4,Moneybagg Yo,Wockesha,67
164000,63.73,692,6,Drip-Drop,Cozy Thunder And Rain - Seamless,70
172106,72.999,752,4,ENHYPEN,FEVER,78
284773,130.059,552,11,Taylor Swift,Sad Beautiful Tragic (Taylor's Version),71
341255,139.061,762,4,Greta Van Fleet,Heat Above,69
254640,151.923,861,1,Taylor Swift,it’s time to go - bonus track,71
163505,115.759,701,6,Three Peels,White Noise Waterfall,74
153147,82.363,660,7,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),69
102007,169.481,797,3,Laura Les,Haunted,70
151579,80.904,612,9,Rainded,Dreamy Rain,73
204093,77.213,636,8,Clinton Kane,I GUESS I'M IN LOVE,76
245440,74.952,861,1,Taylor Swift,tolerate it,70
254181,115.0,554,11,Luke Combs,Doin' This,68
179186,180.316,727,5,Jordan Davis,Almost Maybes,67
157440,85.004,860,1,Morgan Wallen,More Surprised Than Me,66
158050,120.027,657,7,Isaiah Rashad,RIP Young,68
184767,88.009,559,11,Dijon,The Dress,70
183266,172.156,633,8,Stray Kids,Thunderous,76
226198,105.006,580,10,Coldplay,My Universe,83
178623,140.177,622,9,Drake,Papi’s Home,70
178453,119.978,533,12,IVE,ELEVEN,79
208000,106.743,671,7,Zinan,Voltage Dreams,71
183725,124.111,728,5,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),78
254466,167.964,629,8,Big Red Machine,Renegade,71
146481,97.672,692,6,"Tyler, The Creator",CORSO,69
273577,91.0,622,9,Drake,N 2 Deep,69
148693,77.498,651,8,Yeat,Fukit,68
199946,133.989,839,1,Morgan Wallen,This Side Of A Dust Cloud,66
146938,135.684,527,12,Riovaz,I Feel Fantastic,69
144545,147.125,594,10,Polo Gonzalez,Tan Solo Morro,73
200689,150.058,615,9,LISA,LALISA,75
515865,78.958,692,6,"Tyler, The Creator",WILSHIRE,68
198620,87.006,601,9,Joyner Lucas,Your Heart,68
125818,116.794,818,2,El Fantasma,El Bélico,73
257428,133.997,713,6,Lil Baby,Hats Off (feat. Travis Scott),69
159452,146.084,635,8,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),67
240466,117.889,552,11,Taylor Swift,The Lucky One (Taylor's Version),70
209493,146.99,692,6,JP Saxe,If the World Was Ending (feat. Julia Michaels),74
188604,112.753,706,6,La Santa Grifa,Amnesia,76
177445,113.467,797,3,Giveon,Still Your Best,70
106250,80.955,597,9,Monsooners,It's Heading Our Way,71
155259,134.927,636,8,Rod Wave,What's Wrong,66
193928,179.708,748,4,girl in red,midnight love,73
169153,122.98,853,1,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,81
135346,138.088,601,9,Alina Baraz,If You Let Me,71
171200,95.002,708,6,Kelsea Ballerini,I Quit Drinking,73
223520,80.121,756,4,Egzod,Royalty,80
144374,183.144,740,5,Lovejoy,One Day,71
217213,91.246,783,3,KAROL G,200 COPAS,77
243760,128.108,783,3,NF,CLOUDS,70
168020,179.629,566,10,BoyWithUke,Toxic,76
168259,116.988,629,8,OneRepublic,Run,77
137875,178.818,778,3,Lil Nas X,MONTERO (Call Me By Your Name),77
124000,92.092,594,10,Adio,Lotus Rain,71
62419,124.286,715,6,KA$HDAMI,Reparations!,67
203506,143.975,783,3,KAROL G,EL BARCO,76
168000,165.037,636,8,Neoni,DARKSIDE,76
214613,93.788,545,11,Sebastian Yatra,Dos Oruguitas,70
190458,137.905,783,3,Rod Wave,Richer (feat. Polo G),67
195962,119.987,629,8,Nelly,Lil Bit (feat. Florida Georgia Line),68
162794,135.936,636,8,Lyn Lapid,In My Mind,71
266291,89.812,734,5,J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),69
176706,90.123,846,1,Cochren & Co.,Church (Take Me Back),68
203133,73.801,587,10,Matt Maltese,Everyone Adores You (at least I do),71
140500,119.986,644,8,Tiësto,Don't Be Shy,80
230960,103.984,552,11,Taylor Swift,22 (Taylor's Version),71
99126,73.016,525,12,che,agenda,67
198057,147.0,587,10,Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),70
69799,149.944,511,12,Cl4pers,Want Me,69
212026,159.985,769,4,SpotemGottem,Beat Box 4 (with NLE Choppa),67
195680,148.005,706,6,Migos,Need It (feat. YoungBoy Never Broke Again),68
203122,112.027,553,11,Bruno Mars,Skate,72
243462,144.911,783,3,Kevin Gates,Big Gangsta,66
252378,150.026,622,9,Drake,IMY2 (with Kid Cudi),68
212307,129.917,713,6,Memo Boy,Insomniac,70
64197,109.797,856,1,Sodikken,Misery Meat,69
174837,175.954,755,4,Justin Moore,We Didn't Have Much,66
261855,167.032,636,8,Ivan Cornejo,Llamadas Perdidas,66
161052,151.951,629,8,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),68
198107,159.83,580,10,Mac Miller,Diablo,68
205146,164.154,804,3,Sanctus Real,My God Is Still The Same,68
192417,100.053,622,9,Drake,Fountains (with Tems),73
196146,156.822,720,5,Juice WRLD,734,69
240000,109.975,559,11,Travis Scott,MAFIA,72
145115,109.914,727,5,22december,chinatown!,70
184104,123.988,636,8,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),79
174272,99.042,552,11,Grupo Los de la O,El Fat Tony,73
229601,81.026,678,7,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,68
139672,122.062,622,9,Jason Derulo,Acapulco,80
88624,127.596,692,6,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),68
138311,117.952,630,8,Shady Moon,Cherry Blossoms,70
273474,153.979,679,7,Mora,Volando - Remix,80
165506,134.01,826,2,Dua Lipa,We're Good,75
170813,140.002,790,3,Justin Bieber,Hold On,76
209438,98.029,671,7,Tones And I,Dance Monkey,77
244221,159.679,657,7,Billie Eilish,Getting Older,73
214857,104.912,524,12,Rauw Alejandro,La Old Skul,74
185346,73.854,811,2,Lauren Daigle,Hold On To Me,67
202960,156.894,552,11,Taylor Swift,Holy Ground (Taylor's Version),70
233386,106.064,762,4,Regard,You,74
177582,115.935,650,8,Nessa Barrett,i hope ur miserable until ur dead,69
192804,140.005,805,3,Lil Baby,Real As It Gets (feat. EST Gee),67
219000,61.903,749,4,DannyLux,Tristeza Y Traicion,68
296568,143.07,622,9,Drake,In The Bible (with Lil Durk & Giveon),70
188254,150.017,587,10,Bailey Zimmerman,Change,66
201180,177.998,679,7,Maluma,Sobrio,80
116635,107.077,604,9,Ryan Castro,Malory,78
177373,99.008,692,6,Doja Cat,Been Like This,70
170535,139.976,524,12,Rauw Alejandro,Desenfocao',73
152000,90.002,657,7,Chase Matthew,Pull Up,66
383036,94.966,804,3,Drake,Lemon Pepper Freestyle (feat. Rick Ross),70
156200,94.974,727,5,Jordan Davis,Drink Had Me,66
189000,79.975,825,2,Pink Sweat$,Honesty,70
224747,109.965,713,6,BoyWithUke,Two Moons,72
189462,69.827,566,10,Snoh Aalegra,DO 4 LOVE,69
184893,170.863,528,12,Aimer,残響散歌,79
187352,109.736,722,5,Junior H,Disfruto Lo Malo,72
190037,125.132,762,4,Big Scarr,"SoIcyBoyz 2 (feat. Pooh Shiesty, Foogiano & Tay Keith)",65
128026,98.01,580,10,Lambo4oe,Self Esteem - #1 HIT - Kisses for Me,72
193208,120.0,657,7,Isaiah Rashad,Headshots (4r Da Locals),68
200071,144.177,615,9,Yeat,Trëndy way (feat. SeptembersRich),69
199680,145.976,657,7,Parker McCollum,To Be Loved By You,65
76721,139.012,699,6,BONES,GoHardHuh,68
209906,124.933,832,2,Banda Sinaloense MS de Sergio Lizárraga,Mi Razón De Ser,66
172018,119.86,573,10,Conjunto Rienda Real,Nadie Va A Pensar En Ti Mejor Que Yo,70
162603,123.97,643,8,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),80
133706,106.032,663,7,bbno$,edamame (feat. Rich Brian),74
186906,88.007,726,5,Chayce Beckham,23 - Steel Mix,67
202203,104.973,717,5,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) feat. Seori,75
185320,112.05,861,1,Taylor Swift,gold rush,70
191250,88.084,692,6,MAX,Butterflies,74
176760,78.461,622,9,Jenevieve,Baby Powder,69
204521,115.058,840,1,Goth Babe,Canary Islands,66
190779,115.885,790,3,Justin Bieber,Anyone,74
98544,125.605,710,6,PinkPantheress,Pain,69
186186,137.975,860,1,Morgan Wallen,Country A$$ Shit,65
144906,135.042,685,7,Lil Peep,castles,69
244586,145.88,552,11,Taylor Swift,I Almost Do (Taylor's Version),70
224546,83.926,860,1,Morgan Wallen,Quittin’ Time,65
153190,153.947,790,3,Justin Bieber,Ghost,76
122264,171.954,629,8,LDNE,Mas Que Amigos,68
216393,122.009,507,12,Tornillo,Un Dia Todo Se Termina,70
222367,139.991,776,4,Lil Tjay,Love Hurts (feat. Toosii),69
109551,99.969,790,3,Peso Pluma,Y Qué?,71
159082,119.987,692,6,DaBaby,Red Light Green Light,68
138814,75.998,615,9,Yeat,Ya Ya,68
115401,138.023,727,5,vaultboy,everything sucks,75
146000,75.2,804,3,Tory Lanez,Y.D.L.R.,69
209476,110.095,665,7,Normani,Wild Side (feat. Cardi B),71
206733,140.061,804,3,Juice WRLD,Life's A Mess II (with Clever & Post Malone),70
173539,94.016,657,7,Billie Eilish,Therefore I Am,73
214253,114.942,784,3,IU,LILAC,73
194293,170.015,713,6,Brett Young,Lady,66
99748,153.979,864,1,Kaito Shoma,Scary Garry,74
153065,131.109,655,8,Distantic,Watch The Storm,69
201705,127.569,619,9,Sam Barber,Run Away High,66
205786,100.02,552,11,Taylor Swift,Stay Stay Stay (Taylor's Version),70
169412,89.164,728,5,Flows of Sleep,Farifax Rain,71
135430,78.035,846,1,YBN Nahmir,Opp Stoppa (feat. 21 Savage),67
169975,88.942,841,1,Logan Mize,Grew Apart,67
194050,157.975,542,11,Rod Wave,By Your Side,65
184634,130.012,566,10,Megan Thee Stallion,Thot Shit,68
207009,121.974,581,10,Lovejoy,Perfume,70
188893,77.014,692,6,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),71
225000,103.056,853,1,DannyLux,El Dueño De Tu Amor,68
168727,82.532,629,8,Lil Tecca,NEVER LEFT,68
156467,90.674,790,3,Justin Bieber,Off My Face,78
141333,193.434,524,12,Tory Lanez,‘87 Stingray,69
157444,125.051,566,10,Öwnboss,Move Your Body,81
186718,145.947,685,7,Flatland Cavalry,Gettin' By,64
154432,139.769,616,9,DaBaby,Lonely (with Lil Wayne),66
232813,170.084,545,11,Emmy Meli,I AM WOMAN,73
153253,129.961,825,2,Florida Georgia Line,Long Live,66
200221,163.085,748,4,DJ Khaled,POPSTAR (feat. Drake),71
171574,78.797,818,2,Zach Bryan,Hell or Highwater - Live,65
68000,89.984,832,2,Luna Li,2516,68
164690,130.015,693,6,beabadoobee,Cologne,68
157675,162.928,653,8,Jack Harlow,SUVs (Black on Black),68
195013,80.07,580,10,Miranda Lambert,If I Was a Cowboy,65
160000,119.989,778,3,Hotel Ugly,Piggypink,68
143480,149.012,594,10,Key Glock,Ambition For Cash,71
261334,172.031,693,6,Nio Garcia,AM Remix,75
198529,102.01,601,9,Christian Nodal,La Sinvergüenza,76
139651,82.516,645,8,Ezekiel,help_urself,72
133746,158.127,615,9,Yeat,Rokstar,67
199093,150.915,727,5,42 Dugg,Maybach (feat. Future),65
155153,102.853,615,9,Baby Keem,booman,66
257773,96.103,861,1,Taylor Swift,marjorie,69
182694,81.642,813,2,Nivel Codiciado,Una Linda Mujer,66
122772,102.931,734,5,Bella Poarch,Build a Bitch,75
166911,104.083,713,6,Lil Baby,How It Feels,66
165107,75.511,559,11,sharkboy,Yam,68
210560,147.931,608,9,Jameson Rodgers,Cold Beer Calling My Name,66
299562,86.973,741,5,Kholby Wardell,Noel's Lament,70
465744,129.988,839,1,Maverick City Music,"I Thank God (feat. Dante Bowe, Maryanne Joshua George & Aaron Moses)",66
78458,125.025,663,7,Bleed The Wicked Menace,Satanic Panic,67
178156,124.988,671,7,Tones And I,Fly Away,73
164360,110.03,818,2,Gerardo Ortiz,Tranquilito,74
154420,110.092,741,5,Carin Leon,Secuelas De Amor,73
240226,125.039,552,11,Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),71
213718,100.089,636,8,Kane Brown,One Mississippi,66
598994,139.912,748,4,Elevation Worship,Jireh (feat. Chandler Moore & Naomi Raine),68
107253,163.117,517,12,Boldy James,Great Adventures,68
154992,106.226,608,9,Erick B,Te Vas A Recordar,65
180786,185.764,860,1,Morgan Wallen,Whiskey’d My Way,65
189333,178.017,552,11,Ryan Castro,Monastery,79
193821,79.867,601,9,Giveon,For Tonight,70
189906,127.974,633,8,Stray Kids,"Red Lights (Bang Chan, Hyunjin)",74
339506,74.861,734,5,Nicki Minaj,Seeing Green (with Drake & Lil Wayne),67
199919,124.997,639,8,TOMORROW X TOGETHER,LO$ER=LO♡ER,74
138928,83.965,664,7,mike.,life got crazy,67
189495,90.201,769,4,Taylor Swift,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),69
249444,140.051,552,11,Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),74
174586,77.971,832,2,Jeremy Zucker,this is how you fall in love,75
153000,105.292,832,2,Gigi Perez,Sometimes (Backwood),70
166016,103.452,790,3,Peso Pluma,No Está Facil,69
123986,161.011,764,4,Sleepy Hallow,2055,69
136150,119.847,818,2,MadeinTYO,HUNNIDDOLLA,67
133000,187.025,740,5,Lovejoy,Taunt,69
164895,117.496,708,6,Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",79
201920,100.946,783,3,KAROL G,Tusa,75
196946,71.724,734,5,J. Cole,9 5 . s o u t h,67
130506,142.902,692,6,Ski Mask The Slump God,The Matrix,66
281106,100.037,629,8,Alta Elegancia,Amor,66
225664,160.517,535,11,Nardo Wick,Me or Sum (feat. Future & Lil Baby),65
225000,92.226,573,10,Fuerza Regida,Descansando,70
269883,174.072,622,9,Drake,Race My Mind,68
68547,137.99,787,3,KANKAN,Goin' To Hell,67
165524,123.854,566,10,MEDUZA,Tell It To My Heart,76
109116,176.06,706,6,99zed,Two Twelve Subwoofer,67
167375,106.012,594,10,Justin Moore,With A Woman You Love,64
178318,73.774,823,2,Rio Romeo,Butch 4 Butch,67
58149,115.044,707,6,Bo Burnham,Bezos I,73
93176,169.685,660,7,The Kid LAROI,SAME ENERGY,68
181198,127.925,559,11,NLE Choppa,Jumpin (feat. Polo G),66
208608,101.934,769,4,Taylor Swift,Don’t You (Taylor’s Version) (From The Vault),69
225034,100.083,790,3,Peso Pluma,Con Dinero Baila el Perro,69
201280,92.0,608,9,Jelly Roll,Dead Man Walking,64
110133,159.402,765,4,Rebzyyx,I'm so crazy for youuu </3,69
181714,139.667,552,11,FL Dusa,Dear God (feat. Kevin Gates),64
212496,74.966,657,7,Billie Eilish,Lost Cause,72
187888,121.005,629,8,OneRepublic,Someday,75
116523,95.128,587,10,Sleepy Hallow,Down Hearted,67
237580,160.111,769,4,Taylor Swift,Jump Then Fall (Taylor’s Version),69
210384,97.985,545,11,Adele,Can I Get It,74
190779,115.884,867,1,Justin Bieber,Anyone,74
187585,124.925,664,7,BTS,Permission to Dance,78
143052,89.605,805,3,Little Circuits,Beautiful Imagination,69
142707,126.033,643,8,$uicideboy$,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",66
188160,86.011,601,9,Jenna Raine,see you later (ten years),70
193636,87.961,832,2,Mora,512,78
215626,79.015,861,1,Taylor Swift,"no body, no crime (feat. HAIM)",69
146000,64.26,566,10,Lloyd Vaan,Present,68
171780,145.973,832,2,Pooh Shiesty,Neighbors (feat. BIG30),64
244429,75.999,839,1,Treaty Oak Revival,No Vacancy,64
146839,97.483,594,10,Justin Morales,Desde Morro,69
171280,132.992,741,5,Gracie Abrams,Mess It Up,71
205714,112.084,524,12,Rauw Alejandro,2/Catorce,73
124267,97.806,580,10,Nivel Codiciado,Está Noche,65
116129,124.003,718,5,GRAVECHILL,Twilight,77
205760,80.092,846,1,Cochren & Co.,One Day,67
190509,168.146,706,6,Polo G,Black Hearted,67
337152,144.116,839,1,Maverick City Music,Rest on Us (feat. Brandon Lake & Eniola Abioye),65
188025,78.512,635,8,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),66
188500,120.175,580,10,Remi Wolf,Sexy Villain,65
186209,128.04,811,2,Majestic,Rasputin,80
124513,143.917,597,9,Kay Flock,Is Ya Ready,68
194544,79.018,654,8,Ingrid Andress,Wishful Drinking (with Sam Hunt),65
161253,140.22,615,9,Yeat,Twizzy Rich,67
161384,92.56,748,4,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),74
220413,126.014,552,11,Taylor Swift,Starlight (Taylor's Version),68
222800,78.262,533,12,Shawn Mendes,It'll Be Okay,77
80445,174.809,727,5,JELEEL!,DIVE IN! - SPED UP!,71
200049,168.084,783,3,NF,DRIFTING,68
220779,72.498,616,9,Troye Sivan,Angel Baby,78
213855,111.933,573,10,Joe P,Off My Mind,65
208291,179.879,524,12,Rauw Alejandro,Sexo Virtual,75
216000,119.82,660,7,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),68
174533,77.051,531,12,Nardo Wick,Baby Wyd? (feat. Lakeyah),64
91004,137.841,627,8,Rick Flemm,"Twinkle, Twinkle, Little Star",71
258838,130.025,862,1,YOASOBI,夜に駆ける,77
183434,81.47,636,8,Ivan Cornejo,Esa Carita,65
121756,141.951,615,9,Yeat,Got rich,67
135000,79.978,678,7,Connor Price,You Said,68
186552,177.913,608,9,Noah Kahan,Someone Like You (feat. Joy Oladokun),68
241822,158.162,769,4,Taylor Swift,Today Was A Fairytale (Taylor’s Version),68
145634,166.061,804,3,EKKSTACY,i walk this earth all by myself,70
316733,121.972,615,9,Baby Keem,range brothers (with Kendrick Lamar),66
228000,72.496,573,10,Koby Laver,Going Back,70
168085,188.7,797,3,ROSÉ,On The Ground,73
271176,201.025,790,3,Lana Del Rey,Chemtrails Over The Country Club,73
175044,96.966,727,5,Twenty One Pilots,Shy Away,72
217360,102.014,615,9,J Balvin,Qué Más Pues?,77
206437,125.013,517,12,Taron Egerton,A Sky Full of Stars,70
224042,134.997,735,5,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",69
125256,122.052,631,8,mazie,dumb dumb,72
178680,139.981,587,10,Old Dominion,I Was On a Boat That Day,65
263377,148.035,769,4,Taylor Swift,Breathe (feat. Colbie Caillat) (Taylor’s Version),69
199232,87.533,587,10,Del Water Gap,Ode to a Conversation Stuck in Your Throat,67
168000,160.0,531,12,Polo G,Unapologetic (with NLE Choppa),66
194886,110.927,657,7,Billie Eilish,Male Fantasy,71
164347,123.899,657,7,Danielle Bradbery,Stop Draggin' Your Boots,66
263533,116.012,552,11,Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),68
172954,154.974,594,10,Polo Gonzalez,Sencillo Soy,69
143921,106.984,608,9,ZillaKami,Space Cowboy,65
138312,170.691,692,6,"Tyler, The Creator",LUMBERJACK,67
176160,77.031,860,1,Cico P,Tampa,64
194760,164.173,587,10,Cody Johnson,Stronger,63
207163,79.936,797,3,ROSÉ,Gone,72
231265,141.881,811,2,Ian Munsick,Long Haul,63
225502,115.047,559,11,Summer Walker,Ex For A Reason (with JT from City Girls),70
154000,140.013,615,9,Wale the Sage,Bleue,67
171026,82.966,727,5,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),66
226346,179.991,853,1,Grupo Ensamble,Tus Jefes No Me Quieren,72
150475,141.908,573,10,Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),68
260440,88.856,861,1,Taylor Swift,ivy,68
175238,125.994,755,4,StarBoi3,Dick (feat. Doja Cat),70
156774,124.033,603,9,Baby Keem,hooligan,67
208000,128.04,636,8,Drivotra,The Sky's Awake,69
275040,127.967,861,1,Taylor Swift,cowboy like me,68
166240,151.988,748,4,girl in red,.,71
159836,121.849,601,9,GAYLE,abcdefu (angrier),71
117446,94.032,601,9,Russ,Seduce (Feat. Capella Grey & Tamae),68
203040,80.999,615,9,Mitchell Tenpenny,Truth About You,65
177272,175.929,706,6,Polo G,Epidemic,67
120110,87.996,716,6,Moneybagg Yo,Rookie Of The Year,64
200575,100.023,769,4,Taylor Swift,Tell Me Why (Taylor’s Version),68
116213,133.043,580,10,PinkPantheress,Just for Me,68
179617,166.032,608,9,KillBunk,Pop Out,66
144760,103.96,643,8,Dan + Shay,Glad You Exist,67
263253,105.059,622,9,Jhayco,Ley Seca,76
133706,106.035,587,10,bbno$,edamame (feat. Rich Brian),71
190671,117.273,644,8,Grupo Firme,Hablando Claro (En Vivo),72
108169,141.826,559,11,Ice Spice,No Clarity,67
165772,84.983,573,10,Moneybagg Yo,Scorpio,64
172400,136.001,713,6,Lil Baby,Man of my Word,67
213103,123.823,622,9,Drake,You Only Live Twice (with Lil Wayne & Rick Ross),66
224938,75.001,594,10,The Neighbourhood,Fallen Star,71
192000,84.977,713,6,Hotel Ugly,The Ballad of Eddie Jabuley,67
155500,90.058,582,10,Jordana,Better in the Dark,66
168030,90.021,751,4,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,67
209732,111.936,692,6,Surfaces,Come With Me,71
161052,151.951,594,10,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),66
224421,164.072,643,8,Caskets,Glass Heart,69
246124,146.104,740,5,Lovejoy,Sex Sells,68
245290,125.0,769,4,Taylor Swift,The Best Day (Taylor’s Version),68
167693,89.991,643,8,Dan + Shay,"10,000 Hours (with Justin Bieber)",72
142716,141.979,704,6,Summrs,just cant,65
158363,110.004,685,7,Chance Peña,War,70
260519,95.864,573,10,Majid Jordan,Stars Align (with Drake),68
169010,117.003,743,5,OneRepublic,Run,75
212213,122.119,825,2,Eslabon Armado,Lamento Boliviano,66
83947,113.412,705,6,framed,uhh,69
207853,141.02,612,9,Ed Sheeran,Shivers,73
204000,149.377,545,11,Ashley Kutcher,Love You From a Distance,69
257368,154.924,595,9,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",71
178909,69.86,598,9,Calma Interiore,Montania,67
95483,93.29,776,4,Jasiah,Break Shit,65
148483,109.559,534,11,Streaming Waves,Beach Calmness,68
129000,120.058,839,1,Lostboycrow,Strawberry Sunscreen,66
128798,66.714,804,3,TileKid,you not the same,69
233880,102.743,608,9,Spiritbox,Circle With Me,67
96133,119.93,825,2,LUCKI,Greed (feat. Lil Yachty),64
306428,112.033,853,1,The Wombats,Greek Tragedy - Oliver Nelson TikTok Remix,68
102539,97.48,756,4,Dormir Dan,Sonido Dormido,68
162666,92.98,860,1,Morgan Wallen,Blame It On Me,64
147840,125.016,566,10,Stellar,Bad Dream,70
182426,148.992,748,4,girl in red,Serotonin,68
285280,125.952,552,11,Taylor Swift,The Moment I Knew (Taylor's Version),68
242096,148.088,552,11,Bruno Mars,Leave The Door Open,71
102922,139.808,615,9,Yeat,Cmon,66
174138,125.0,559,11,J. Worra,Check Out,71
255125,152.251,839,1,Treaty Oak Revival,Missed Call,62
236665,99.01,720,5,Eminem,Killer (feat. Jack Harlow & Cordae) - Remix,67
208000,85.104,601,9,cloudcity,Forgotten Skies,69
295038,79.513,524,12,Rauw Alejandro,Aquel Nap ZzZz,73
85463,102.552,566,10,Kxllswxtch,LIGHTS OUT,66
169440,79.805,559,11,Gabby Barrett,Pick Me Up,65
178693,163.922,783,3,KAROL G,BICHOTA,73
78426,120.022,707,6,Bo Burnham,Shit,67
275320,107.895,861,1,Taylor Swift,coney island (feat. The National),68
148715,77.685,715,6,Blueface,Outside (Better Days),66
256133,85.964,692,6,Phil Wickham,House Of The Lord,63
202506,64.273,692,6,Eslabon Armado,Tonto Perdedor,66
158536,125.723,672,7,Conan Gray,People Watching,69
208000,70.689,629,8,pluvia,rain in reykjavik,69
160119,115.056,685,7,jxdn,ANGELS & DEMONS,67
192896,89.981,713,6,Q,Take Me Where Your Heart Is,68
210573,97.097,706,6,TWICE,Alcohol-Free,72
212450,111.997,524,12,Tory Lanez,Pink Dolphin Sunset (feat. Tee),67
193805,91.993,553,11,Anitta,Envolver,77
168162,88.024,689,6,Andy Grammer,Lease On Life,67
144986,94.985,524,12,Feid,FRIKI,74
197781,110.062,526,12,Grupo Firme,Cada Quien,71
137746,88.972,797,3,Machine Gun Kelly,DAYWALKER! (feat. CORPSE),67
186458,77.834,692,6,Warren Zeiders,Ride the Lightning - 717 Tapes,66
180360,163.966,573,10,SEVENTEEN,Rock with you,75
169440,79.805,545,11,Gabby Barrett,Pick Me Up,64
154026,73.476,552,11,Avery Anna,Narcissist,65
204317,94.952,755,4,Ethel Cain,Crush,67
216062,91.691,755,4,Tono,Always Raining,69
123636,131.961,566,10,Megan Thee Stallion,Tuned In Freestyle,64
138268,79.968,580,10,PinkPantheress,Passion,67
149145,78.005,741,5,Cochise,Hatchback,67
211643,145.995,783,3,NF,PAID MY DUES,67
219802,80.882,587,10,Tech N9ne,Face Off,71
67220,119.94,663,7,Bleed The Wicked Menace,In The Dark,66
143769,88.502,671,7,DVRST,Close Eyes - Slowed + Reverb,75
186087,149.903,797,3,Selena Gomez,Baila Conmigo (with Rauw Alejandro),74
109609,125.939,516,12,DigBar,4 BIG GUYS,66
184062,95.973,539,11,Peso Pluma,Spiral,68
218000,126.747,543,11,Everywhere Brown Noise,Brown Noise Sleep,67
213943,97.431,720,5,Natanael Cano,Porte Exuberante,75
179999,123.879,611,9,Tems,Replay,68
99226,77.516,608,9,ZillaKami,Black Cats,65
206874,145.088,790,3,Peso Pluma,Les Cuesta,68
186833,180.11,658,7,Calibre 50,Cuidando El Territorio,73
156431,81.009,825,2,LPB Poody,Batman,64
158158,160.023,740,5,Mike Dimes,LABELS CALLIN',65
268717,101.699,629,8,Ruth B.,Dandelions - slowed + reverb,77
174682,98.54,713,6,Roddy Ricch,late at night,67
100500,139.978,727,5,JELEEL!,DIVE IN!,68
135000,160.05,533,12,CYPARISS,EMPTY DREAMS,73
180001,79.946,659,7,Soldier Kidd,Thug Paradise 2,65
168250,160.234,603,9,SeptembersRich,5 2 Üh 60 (feat. Yeat),65
140160,124.976,685,7,MC ORSEN,INCOMING,75
217408,101.992,729,5,Vance Joy,Missing Piece,69
152137,144.047,558,11,Jnr Choi,TO THE MOON,74
211990,111.007,836,2,Luke Combs,The Great Divide,65
215920,157.895,861,1,Taylor Swift,long story short,68
132733,134.064,531,12,LUCKI,WHERE I BE,63
191462,102.065,601,9,ITZY,LOCO,75
221978,95.604,780,3,Royal Rain,Rain On The Cobblestone,68
229564,115.852,692,6,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),65
202245,126.027,573,10,Elton John,Hold Me Closer,63
225600,100.015,573,10,DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",77
161733,119.991,636,8,Sierra Ferrell,In Dreams,64
172586,91.25,748,4,Thomas Rhett,Want It Again,64
132780,149.996,615,9,Masked Wolf,Astronaut In The Ocean,71
315146,122.079,861,1,Taylor Swift,happiness,68
312107,200.391,769,4,Taylor Swift,Untouchable (Taylor’s Version),68
357936,105.407,692,6,Bee Gees,More Than A Woman - SG's Paradise Edit,70
202234,85.023,590,10,Jason Joshua,La Vida Es Fría,62
226546,134.013,762,4,Holding Absence,Afterlife,67
236906,175.908,566,10,Ed Sheeran,Overpass Graffiti,76
285375,123.023,763,4,Fred again..,Marea (we’ve lost dancing),75
157845,146.061,590,10,YoungBoy Never Broke Again,No Where,63
203381,146.042,566,10,Elvie Shane,My Boy,64
238971,94.983,734,5,J. Cole,h u n g e r . o n . h i l l s i d e (with Bas),65
